@relation D__weibo_category9_hasNISegment

@attribute text string
@attribute @@class@@ {体育,军事,历史,时事,汽车,电影,科技,综艺娱乐,美食}

@data
' 摩托 版 速度 激情 国外 位 哥 作 死 飙 汽车 摩托汽车 飙 飞 全球 热搜 视频 秒 拍 视频',汽车
' 视频 优选 国外 妹子 黏土 做成 疯狂 动物 城 里 狐狸 尼克 大写 赞',电影
' 媒体 抓 批 住 媒体 瞎说 道 混淆视听',科技
' 真正男子汉 季 开直播 发布会 直直播 李锐 透露 年轻 wuli 韬韬 冲锋陷阵 免于 受罚 送 外号 俯卧韬 PC 直直播 通道 手机 直直播 通道',综艺娱乐
' 北京 美食 北京 家 天天 排队 发生饼 果子 喜欢 吃 家',美食
' 里程碑 巴塞罗那 VS 曼彻斯特 城 比比赛 诺坎普 建立 第1500 场 正式 比比赛 场 比比赛 巴萨 胜 平 负 进 球 失 球 Forca Barca',体育
' 纸 不好 弄 效果 只能 凑合',军事
' 淞 沪 会战 中 场 反攻 战 桂系 军队 投入 进攻 兵力 步 兵团 中 师 上海 桂系 师 番号 步兵师',历史
' 创业 证 合一 全 指导 手册 送给 市长 力 推 证 合 码 登记 制度 改革 推开 证 合一 资料 太 操作 中国政府 网 网罗 10万 文汇 成 证 合一 全 指导 手册 戳 创业 证 合一 全 指导 手册 送给',时事
' 妹子 闯 红灯 交警蜀黍 拦 交警蜀黍 懵 强制 谁家 姑娘 识破 回 家',汽车
' 部 适合 朋友 放松 喜剧片 补充 心目 中 喜剧片 电影票 君',电影
' 好久 抽奖 呼吁望 送 点',科技
' 奔跑 兄弟 冬天 买 帽子',综艺娱乐
' 花式 发生 饺 听说 流行 包 饺子 简单 漂亮 收 货 吃 货 心 赶紧 做 心爱 先 收',美食
' 腾讯 NBA 克拉克森 爱上 替补 湖 主页 喵 欣慰 眼泪 掉',体育
' 台湾 击穿 大陆 新 一代 坦克 武器 坦克 正面装甲 70MM 汽车体 防护 钢板 公分 湾 湾 智商 正面装甲 公分 侧面 米 厚',军事
' 皇太极 死 皇太极 一生 爱 海兰珠 皇太极 死 皇太极 一生 爱 海兰珠',历史
' 家 八旬 老人 脚 栓 武器链 儿媳 称 真 虐待 年 八旬 张阿婆 外 围观 右 脚 拴 沉重 武器链 好像 在意 武器链 张阿婆 家人 拴 儿媳 真 虐待 老人 阿婆 没事 跑 迷路 算是 锁做法 翻 窗 跑 掉 小区 里 邻居 婆婆',时事
' 外 媒 援引 东风 本田 实施 副 总经理 陈斌波 本田 武汉 修建 新 中国 工厂 工厂 初期 产能 12万',汽车
' 电影 推荐 部 电影 告诉 生活 值得 收藏',电影
' CTF 比比赛 李逵 李 鬼 行业 发展 标志 阶段 爆出 比赛 棍 违禁 药品 丑闻 比比赛 纷纷 推出 尿 检 新 规',科技
' 缘 非 诚 勿 扰 婚恋 情感 原理 撞击 心灵 准',综艺娱乐
' 不可辜负 美食 馃 尳 玉米鸡蛋饼 馃 尳 早餐 吃 吃 玉米鸡蛋饼 颜值 高 营养 高 省时 省力 早餐 选择 配 杯 玉米 汁 完美 好吃城',美食
' 女排 世界 俱乐部 锦标比赛 比赛 土耳其 豪做法 瓦基弗银行 日本 久 制药 朱婷 表现 第一 局 瓦基弗银行 暂时 识破先',体育
' 菌 吃',军事
' 梨花 院落 溶溶 月 晚安',历史
' 全球气象台 发布 台风 红色 预警 莎莉嘉 中午前后 登陆 海南 第21 号 台风莎莉嘉 中心 早晨 5点 钟 位于 海南省万宁市 东 偏 南方 约 公里 南海 北部 海面 预计 中午前后 文昌 陵水 一带沿海 登陆 琼海 万宁 沿海登陆 强台风 级 级 米 秒 登陆 前 强度 变化 增',时事
' 红牛 汽车队 十 年 视频集锦 不务正业 十 年 F1 汽车队 感谢 Over Decade Demos 超导体 秒 拍 视频',汽车
' 高 清 Tom Cruise smiles greets fans special charity screen movie Jack Reacher Never Go Back Turkey Creek Tennessee',电影
' 微博 头条 大熊猫 咬 伤 女子 发声 园方 负七 成 责任 巡逻员 喇叭 施 救 延误 母亲 救援 时间 园方 称 成年人 总 大熊猫 咬 伤 女子 园方 担 责 称 离开 北京',科技
' 王 宝 强 今日 下午 出庭 离婚 案 马蓉 索 精神 抚慰 金 下午 北京朝阳 法院 王宝强 起诉 马 蓉 离婚 马蓉 起诉 王 宝 强 名誉 侵权 两 案 相继 开庭 王宝强 律师 透露 两 案件 王宝强 出庭 王宝强 新 增 诉讼请求 马蓉 支付 精神 抚慰 金 10万 元 马蓉方 则已 申请 公开 审理 该案 马蓉 申请 庭',综艺娱乐
' 早餐 笼 汤包',美食
' 乔 丹 空中 换 手 视频 次 过瘾',体育
' 周末 喝 忘记 维他 冻 进 冷冻 层 只好 默默 吃 冰',军事
' 先 古谚 云 政 久 成 俗 民风 酿 政 道 政 道 生 民风 自古 皆 今世 整顿 党风 涤 洗 政风 革新 民风 创 中国 盛世',历史
' 惊险 佛山 货汽车 从天而降 砸 中 公交 汽车 下午 蓝色 粤 牌 货汽车 失控 顺德区 良 南国 中路 跨 线 桥 从天而降 货汽车 桥下 公交 汽车 压垮 压 中 城 路 头部 司机 座位 砸 窟窿 通报 事故 受伤 人员 身亡 事发 顺德 货汽车 天 降 砸 中 桥下 城',时事
' 朋友 约 谈 聊聊 聊聊',汽车
' 錢國偉WilsonChin 执导 电影 辣 警 霸王 花 引进内地 档 电影 集结 岑丽香 郑欣宜 何佩瑜 崔碧 珈 何佩珉 李元玲 朵 霸王 花 倾 力 演 钱嘉乐 动作 指导 香港 经典 警 匪 IP 霸王 花 系列 重 启 引发 期待 粤语版 预告',电影
' Apple hires CMU professor director AI smarten Siri Apple 聘请 卡内基梅隆 大学 CMU 教授 Ruslan Salakhutdinov 人工智能 AI 研院 主任 语音 助理 Siri 聪明 智能',科技
' 李钟硕 李钟硕 电影 VIP 两 世界 正 版 线 Dazed Confused Korea 月 號 更新 封面 兩 款 CR aladin 老爷子 性感',综艺娱乐
' 开胃 肉酱 面 肉酱 入味 面条 劲 道 搭配 风味 十足 营养 简单 爱 招牌 面 肉酱 做法 赶紧 学 net',美食
' 查 洛 说道 斯坦福 桥 球 童 座 满座 球场 场 比比赛 无与伦比 感觉 主教练 期望 承担 责任 希望 球队 表现 稳定 期待 未来',体育
' ISIS 圣地 叙利亚 自由 军 攻占 伊拉克 摩苏尔 大战 拉开 序幕 世界 每日 形势 直播报 世界 每日 形势 直播报',军事
' 阵子 硕',历史
' 世 相 脑瘫 女孩 左手 写 13万 字 小说 出生 广西 桂林市 全州县 王丹 岁 时 医院 确诊 脑瘫 左手 自如 活动 外 身体 地方 程度 痉挛 双 腿 站立 行走 王丹 天 学 轮椅 自学 写 小说 打发 孤独 最终 耗时 年 创作 年 投稿 王丹才 写作',时事
' 速度 激情 羡 煞 中国 版 速度 激 情',汽车
' 帮 走 失恋 阴影 部 电影 列举 部 电影 失恋 完 电影 帮 走 失恋 阴影 抑 未 可知 电影 有时候 拥有 不可思议 强大 力量',电影
' 互联网 家 装 产业 创新 势在必行 家具 行业 未来 发展 趋势 家具 行业 市场 调查 分析 文章 指出 中小企业 好吃明 我国 大型 家具 企业 发展 趋势 规模 家具 企业 数量 增多 全国 规模 家具 企业 家 去年 增加 家 产业 创新 势在必行 家具 行业 未来 发展 趋势',科技
' 酱 烧 排 飘香 溢 肉质好吃嫩 酱 烧 排 详细 方子 收',美食
' 女排 世 俱 比赛 揭幕战 菲律宾 朱婷 土耳其 瓦基弗银行 迎战 日本 久 制药 第一 局 瓦基弗银行 一路 识破先 最终 先 城',体育
' 目标',军事
' 睡 热 蚊子 噪音 空气 闷 睡觉 能力 成功 经验 总 屁 点儿 怀疑 能力 遇 不好 事 失败 养成 习 性 人格 失败 证 记住 挺',历史
' 一线 传真 骑 摩托 摔倒 警汽车 拔腿 跑 晚 宁国 男子 李某 骑 摩托 时 摔倒 宁国河沥溪派出所 民警 救助 时 李某 拔腿 跑 民警 追赶 控制 查 李某 担心 酒后 驾汽车 查获 仓皇 逃 李某 涉嫌 醉 驾 警方 控制',时事
' 无人 驾驶 流弊 漂移 尿 乘客 司机 方向盘 卸 扔 副 驾 跳 汽车 汽汽车 日常',汽车
' Mads Mikkelsen 登上 Euroman 新刊 封面 型 麦子 叔 期待 奇异博士 中 表现',电影
' 昨晚 盘 中 微博 市值 首 次 超越 Twitter 没落 昔日 巨头 Twitter google salesforce 潜在 并购 挑剔 进取 势头 凶猛 微博 发展 路线 产品 迭 速度 微博 抓住 年轻 用户 心 首 度 全球 市值 社交 媒体 见证 历史性 时刻',科技
' 美食 成都 火爆 上海 成龙 郭富城 众多 明星 光顾 古炉 成都 火锅 终于 来到 霸 原材料 成都 运 精品 牛 脊骨 肉 肉质 细嫩 黄 辣 丁 鱼刺 少 好吃 香 入骨 古炉 古 法 生 抠 鹅 肠 顶级 鹅 肠 脆 口 成都 点 人均 元 地址 马鞍山 路 绿地 赢 海 大厦 座 楼 盛大 开业 折扣',美食
' 朱婷 女排世俱杯 第一 局 银行 久 制药',体育
' 军人 异地 恋 记 记得 第一 次 爱',军事
' 房子 上海 浦东 龚 路 东青铜路 号 居委会 曹 路 社区 360doc 图书馆',历史
' 陕西省 贫困县 区 提前 脱贫 退出 最低 奖 500万 昨日 省政府 脱贫攻坚 情况 发布会 省 扶贫 开发 办公室 主任 张荣珠 省政府 改编 贫困 退出 机制 计划 十三五 末 贫困县 区 摘帽 目标 计划 脱贫 贫困县 区 一次性 奖励 本县 区 年度 中 省 专项 扶贫 项目 资金 最低',时事
' 发布 头 条 文章 强化 越野 性能 外 媒 试 驾 Jeep 切诺基 Trailhawk 强化 越野 性能 外 媒 试 驾 Jeep 切诺基 Trailhawk',汽车
' 昨天 朋友 修 手机 电视机 放 宁浩 心花 路 放 电影院 两 遍 津津有味 完 感慨 这部 电影 亮点 莫过于 结尾 男 女 主角 终于 大理 见面 铺垫 小时 想象 苦尽甘来 场 噩梦',电影
' The Next Wave Deep Learning Hardware Architectures 波 深度 学习 硬件 体系 结构',科技
' 韩国 行 美食 甜甜圈 拼盘 感觉 牙 不好 询问 地址 坡 州 首都 圈 地武器 转 公交 地址 dunkin dounts 家 甜甜圈 不错',美食
' 许尔勒 周末 慕尼黑 位 队友 回忆 当年 药厂 日子 相 谈 甚 欢 巴拉克 instagram fo',体育
' 歼 战机 超低空 掠过 双 飞 每次 歼 仿佛 三十 年 前 第一 次 媳妇 拉 手 那种 摸 低压 电做法 麻酥酥 充满 能量 幸福感 第一 次 歼 8B 战机 感觉 电 傻 国家 两侧 进 气 双 倍 音速 歼击机',军事
' 历史 远东 国际 军事法庭 远东 国际 军事法庭 称 东京 国际 军事法庭 次 世界大战 结束 远东 盟国 统帅部 同盟国 授权 公布 远东 国际 军事法庭 宪章 成立 远东 国际 军事法庭 东京 审审理 日本 战犯 称 东京 审审理 美国 中国 苏联 英国 法国 荷兰 澳',历史
' 吃 发射鸡 薯条 少年 失明 餐 吃 发射鸡 薯条 岁 少年 视力衰退 失明 澳大利亚 名 西恩 摩尔 岁 少年 自幼 偏食 餐 皆 发射鸡 薯条 食 导致 营养 失调 视力 衰退 直至 双目 接近 失明 医生 发现 少年 视力衰退 偏食 导致 身体 欠缺 维生素 维生素 缺乏 症状 病人 眼',时事
' 汽汽车 日常 MAZDA Mazda liter inline engine 国产 马自达 昂 克 比赛 拉 改 款 说实话 昂 克 比赛 拉 确实 酷 后排 空间 确实 捉 急',汽车
' 收集 年 韩国 好看 恐怖片 部 最高分 韩国 恐怖片 喜欢 童 鞋 部 补',电影
' NPC 法 组织 语言 情况 当众 发言 紧张 流畅 不慌不忙 条理 脑 中 片 空白 剧本 台词 豆瓣 毛 香菇',科技
' 手撕包菜 做法 麻辣 好吃 香 爽 脆 清 甜 简单 好吃 开胃 饭 随便 搞 家常菜 马 学学吧 美食',美食
' 宁泽涛 寻找 小伙伴 续集 宁泽涛 视 源 小米fan粒粒',体育
' 侧 卫 系列 俄罗斯 空军 驻 滨海 边疆 区 第303 混 成 航空兵 师 第22 歼击 航空兵 团 С у С',军事
' 书画 扇子 函 套 喜欢 加 数据 微 规格 cm 全长 材质 纸 年代 年 木箱 共计 枚 绘制 山水 花鸟 画家 山本 石 叟 作品 收藏 正 时期 好友 作品 具 品味 品 年代 物品 扇 骨 固定 遗失 济南 历下区',历史
' 地武器 号 线 南段 启动 模拟试运营 地武器 号 线 南段 空 载 试运行 阶段 试运行 时间 少于 月 昨日 记者 成都 地武器 获悉 第三 阶段 试运行 工作 列汽车 准 点 率 顺利 第四 阶段 模拟试运营 列汽车 投入 地武器 号 线 南段 启动 模拟试运营',时事
' 赵丽颖 真的 演 冯 宝宝 之下 完 部 优质 国产 电影 徐静蕾 改编 成 真 电影 冯 宝宝 角色 难 驾驭 赵丽颖 挺 符合 角色 五官 身材 赵丽颖 确实 接触 电影 版 之下 赵丽颖 出演 期待',汽车
' 部 韩国 高 分 惊 悚 犯罪 电影 推荐 部 高 分 佳作 韩国 拍 犯罪 题材电影 暗黑 气质 紧张 窒息 感觉 十足 观赏性 娱乐性 强',电影
' 英语 写 家长 简明 攻 年代 世道 学 英语 简单 故事 难 目标 是非 死 读 式 轻松 真 英语 应付 升 考试 小朋友 英文 水平 高 高 忽略',科技
' 太阳 猫 早餐 分钟 教 乔布 斯 苹果 花 天 苹果 医生 远离 清晨 天 中 吸收 时间 段 吃 朵 美美 苹果 花 颗 热爱 生活 心 拥抱 正 能量 生活 早餐 吃 时尚健康 好吃城 吃货达人 太阳 猫 MoMoSun 秒 拍 视频',美食
' 视频 詹姆斯 版 PPAP 爆 笑 袭 近日 神 曲 PPAP 网上 疯 模仿 网友 制作 詹姆斯 版 PPAP 视频 中 音乐 配 詹皇 舞步 搞 笑 欣赏 视频 大清早 提神 醒 脑 詹姆斯 版 PPAP 爆 笑',体育
' 珠 海航 展 歼 双 飞 高 清 猛 图',军事
' 史 家 评 禅让 三国志 记载 曹丕 受 禅 时 舜 禹 事 吾 知 后世 史 家 评议 赵翼 例 开 晋 宋 梁 北齐 后周 陈 隋 皆 效 二十二 史 札记 司马光 曹 魏 政权 夺 贼 手 非 取 汉 室 资治通鉴',历史
' 明日 花 直面 网络 暴力 校园 欺凌 检察官 出手 保护 曹建明 中国 检察 学 研会 未成年人 检察 课 委员会 成立 大会 发挥 检察 职能 凝聚 组织 力量 理论 研 推动 完善 中国 特色 未成年人 司法 制度 详 发挥 检察 职能 凝聚 组织 力量 理论 研',时事
' 晚上 总 货 抢 时间 我国 城市 真 弄',汽车
' 俄罗斯 电影 电影 拍 死 苍蝇 获 奥斯卡 提名 作品 神 强迫症',电影
' 女 网 警 媒体 报道 习 平 心中 互联网 图 届 世界 互联网 大会 浙江省 乌镇 开幕 国家 主席 习近平 做 开幕式 发表 主旨 演讲 来源 世界 互联网 大会 官 网',科技
' 红烧带鱼 味道 赞 火速 消灭 块 剩 简单 做法 赶紧 马 美食',美食
' 英超 曼 联 利物浦 集锦 曼 联 全场 控 球 率 安菲尔德 艰难 带走 一分 德赫亚 连续 扑 詹 库蒂尼奥 进球',体育
' 歼 战机 超低空 掠过 双 飞',军事
' 历史 北京 政变 称之为 首都 革命 发生 中华民国 首都 北平 发动 冯玉祥 次 直 奉 战争 发生 冯玉祥 任命 讨 逆 军 第三 军 总司令 古北口 迎战 奉 军 冯玉祥 率 部 返回 北平 包围 总统府 迫使 直系 控制 北京 政府 下令 停战 解除 吴佩孚',历史
' 中国 宜昌马拉松 比赛 马旭明 听 打开发精品比赛事 塑开发 城市 名片 市委 副 书记 市长 马旭明 专题 听取 宜昌马拉松 比赛事 筹备 工作 情况 汇报 马旭明 宜昌马拉松 城市 宣传 张 新 名片 相关 部做法 成功 精彩 难忘 目标 着力 打开发精品比赛事 提高 城市 美誉 度',时事
' 发布 头 条 文章 下半年 汽汽车 市场 预测 下半年 汽汽车 市场 预测',汽车
' 电影 安利 电影 安利 超 全 部 日本 美食治愈 电影 合集 美食 不可辜负 合集 涵盖 森林 深夜 食堂 青铜路 角 洋 果子 店 南极 料理 蜗牛 餐厅 海鸥 食堂 部 电影 拿走 谢 线 更新 日本 美食治愈 系 电影 超 全 合集',电影
' 前 未来 概念 自行汽车 美元 想 买 生产',科技
' 西红柿 土豆 牛腩 本来 想 做 西红柿 牛腩 嗜 土豆 成命 控 住 寄 加 土豆 本来 想 加 莴笋 蛋糕 金针 菇 做成 番茄 汤 底 牛肉 火锅 作罢 富有 嚼 劲儿 牛腩 口感 厚重 汤 足够 吸引 想 想 尝尝 主 直播 秀 秒 拍 视频',美食
' 曝 里 皮 拒 国 足 邀请 距离 国 足 主帅 高洪波 辞职 周 时间 国 足 选 帅 工作 紧锣密鼓 今日 南方都市报 报道 里 皮 拒绝 足协 曝 里 皮 拒绝 国 足 邀请',体育
' 谢谢 朋友 拉 记得 名 消防 兵 感动 中',军事
' 昨晚 问 老头子 篆刻 回答 远在天边 近在眼前 小时候 摆弄 石头 刻 手艺 问 时间 做 登时 哑 火 电话 病人 吃饭 打断 万事 心 屁股 护 外人 家人 亲',历史
' 倔强 红军 萌 萌 表情包 线 嘀 嘀嗒 嘀嗒 红军 萌 萌 哒 饿 困 开心 难 红军 一路 陪 加油 鼓劲 倔强 红军 满满 正 能量',时事
' 马自达 MX RF 开 合 汽车顶 功能 演示 Targa 外 属 漂亮',汽车
' 网 曝 郑 爽 探 班 马天宇 两 勾肩搭背 有说有笑 两 走 玩 手机 两 友情 真',科技
' 吃 货 妈咪 上海 美食 推荐 微博 吃 货 秀 不可辜负 美食 探 城 记 Odelice 欧 膳 馃 搷 上海市 天 钥 桥 路 号 永 新 坊 楼 这家 前 两 家 分店 环境 Odelice 法式 荞麦饼 产品 第一 次 吃 爱上 次 特地 全家 吃 英式 早餐 荞麦饼 套餐 套餐 包含 杯 武器 荞麦饼',美食
' 威 少 最新 期 GQ 杂志 封面 人物 组 照片',体育
' 转 鼎盛 王朝 歼 双 机 起飞 猛 图',军事
' 民 國 年 蔣 公 會 見 訪 台北 西班牙 佛朗哥 外交大臣 artajo',历史
' 海马 超 强台风 省 带来 风浪 影响 海马 位于 距离 菲律宾 马尼拉 东方 公里 洋面 中心 风力 级 超 强台风 级 预计 海马 夜间 早晨 登陆 擦 吕宋岛 东北部 一带沿海 中午前后 移 入 南海 东北部 海域 广东 东部 福建 南部 一带沿海',时事
' 司机 教 记 汽汽车 品牌 特斯 拉 卡壳 可爱 总 李 谈 汽车 秒 拍 视频',汽车
' 微博 电 商 微 电报 菜 鸟 网络 高校 包裹 带动 7万 就业 机会 菜 鸟 网络 高校 包裹 带动 7万 就业 机会',科技
' 北京 美食 攻 群 吃 西安 人气 烧烤 骆驼 开 北京 传统 西安 武器 钎子 烤 串 西安 特色 蛋糕 手工 制作 烤 串 爱 西安 炭火 烤 筋 猪蹄 想 吃 泡 馍 酿 皮 想 吃 回民 青铜路 特色 蛋糕 想 吃 详情 长文 西安 特色 一网打尽 好吃城 好吃城北京',美食
' 俱乐部 排名 鲁能 亚洲 第44 位',体育
' 歼 最新 涂装 曝光',军事
' 网 曝 马 蓉 出轨 宋 喆 证据 称 王宝强 死鬼 网 曝 马 蓉 出轨 宋 喆 证据 称 王宝强 死鬼',历史
' 上午 9点 发展 新 理念 转型 新 机遇 主题 中国 国际 徽商 大会 开幕式 主旨 论坛 暨 签约 仪式 成都 大会 成功 举办 届 系 时隔 年 重 启 大会 吸引 名 海内外 客商 参加 安徽 经济 组织 发展 建 言 献策 新浪 安徽 全程 天 眼 直直播 现场 戳 微博 直直播',时事
' 国外 位 哥 作 死 飙 汽车 美国 身边 事 全球 热搜 视频 秒 拍 视频',汽车
' 张 维 迎 炮轰 地方 网 约 汽车 新 规 明目张胆 对抗 全球 张维迎 第一 感觉 地方 政府 部做法 大胆 全球 对抗 明目张胆 地方 对抗 全球 胆 太 网 约 汽车 监管 漠视 穷人 权利 穷人 过不去',科技
' 吃 重庆 解释 夜宵 界 扛 把子 分 分钟 道 爱 美食 关注 吃在重庆',美食
' 决战 巴林 保 平 争 胜 不行 亚 青 比赛 次 战国 青 剑 指 三分 亚 青 比赛 小组 比赛 首 轮 比比赛 结束 乌兹别克斯坦 澳大利亚 积 三分 位 列 前 两 名 国 青 队 形势 严峻 全队 做 应 压力 保 平 争 胜 不行 亚 青 比赛 次 战国 青 剑 指 三分',体育
' 诶 妈 有生之年 土鳖 割裂 迷 彩 土鳖 太 炫 酷 世界级 炫 酷 彩虹熊 白玮',军事
' 也许 有人 生活 窘迫 也许 有人 工作 失意 也许 有人 学业 失败 也许 有人 爱情 落寞 艰辛 难 熬 熬 豁然开朗 害怕 生活 生活 简单 长 人生 干什么',历史
' 直直播 重温 光辉历史 铭记 丰功伟绩 弘扬 长征 精神 上午 河南省 纪念 红军 长征 胜利 周年 大会 郑 省委 书记 谢 伏 瞻 省长 陈润儿 做 会议 谢 伏 瞻 深情 回顾 红军 发展 革命 力量 突破 敌人 封锁 反击 敌人 围剿 艰难 岁月 中 党 识破导 红 军 红 二十五 军 红 二十八 军 大别山 地区 开',时事
' 分享 图片 奥迪 内卡尔苏尔姆 纳 瓦蓝',汽车
' 对话 郭 台 铭 岁 推销员 拯救 夏普 拯救 富士 康 证据 郭 台 铭 1000万 台 年 销量 富士康 夏普 互联网 转型 思路 无疑 适合 中国 互联网 布道 马云 出谋划策 未来 年 国内 互联网 电视 行业 注定 场 腥风血雨',科技
' 麻辣 鸡 丝 不错 开胃 美食',美食
' 萨 队 史 诺 坎普 场 比比赛 进球 球员 梅西 球 埃托奥 球 雷 克 萨 球 里瓦尔多 球 埃瓦里斯托 球',体育
' 年龄 增长 发现 感同身受 伤疤 撕 徒 增 笑料 路 走 日子 索性 封闭 作 坚强 铜墙武器壁 里 保护 打扰',军事
' 年轻 总 好吃花 巧克力 浪漫 年纪 增长 懂得 生活 意识 浪漫 浪费时间慢慢 吃饭 浪费时间慢慢 喝茶 浪费时间慢慢 走 浪费时间慢慢 变',历史
' 伊藤 撞 案 开庭 司机 控 伤 公共 网络 流传 段 视频 比亚迪 F0 轿汽车 不顾 交警 拦截 武侯区 二环路 西 段 伊藤 洋华堂 做法口 非机动汽车 道 逆行 冲撞 行人 电动汽车 汽汽车 近日 该案 公开 开庭 审理 武侯区 检察院 出庭 公诉 被告人 时 危险 方法 伤 公共 掩饰 隐瞒 犯罪 得罪',时事
' 陈震同学 韩路 PS3保罗 拍照 说话',汽车
' 年轻人 2b 脑子 篇 比尔盖茨 拼爹 道理 文章 傻 世界 拼爹 鸡汤 骗人 努力 做 做 废 柴 告诉 句 level 太 low 稍微 努力 超越 几十 level 拼爹 拼爹 拼 channel',科技
' 陕西 油 泼 辣子 做 地道 油 泼辣 子 原料 关键 步骤 顺序 讲究',美食
' 人气 球星 德甲 蒿 俊 闵 不错 表现 中国 足球 一度 重 燃 希望 足球 球 秒 拍 视频 秒 拍 录制',体育
' 坏 惊 喜 北京 丰台区',军事
' 落马 大熊猫 吼 句 妈 潇洒 兄弟 先 走 步 深沉 点 知 罪 唯 春秋 掉 书 袋 历史 写 秋风 秋雨 愁 煞 不错 西红柿 胆',历史
' 直击 台风莎莉嘉 台风 宝宝 琼海石壁 诞生 母子平安 今晨 许 琼海石壁 孕妇 临产 风 大雨 急 树木 倒 情况 通往 市区 道路 通畅 琼海 警方 赶往 石壁镇 急救汽车 打开 生命 通道 顺利 赶到 石壁镇 孕妇 急救 医护 人员 照料 卫生室 产 名 男婴 母子平安',时事
' 葱 哥 问诊 室 咯 小伙伴 真 真皮 座椅 加 套',汽车
' 双 十一 买 年 双 十一 消费 高 几十 块 一二百 占便宜 那种 消费 冲动 意外 惊喜',科技
' 家庭 版 大盘鸡 好吃 难 做 赶紧 菜谱 收 兴趣 速度 马 走 天天 美食',美食
' PSG 欧 冠 调查 PSG 欧 冠 主场 击败 巴塞尔 PSG 欧 冠 主场 击败 巴塞尔',体育
' 真 导弹艇 以色列 萨尔 系列 导弹艇 超 导弹 武器 堪 驱逐舰 火力 强悍 名副其实 导弹艇',军事
' 两 天 玩 微博 跟不上 时代 潮流',历史
' 重 拳 出击 前 月 7万 电数据 诈骗 案 告 破 公安部 网站 全国 公安 机关 破获 电数据网络诈骗案件 7万 查处 违法 犯罪 人员 3万 名 同比 倍 公安部 副 部长 发生 电数据网络诈骗案件 倒 查 电数据 企业 银行 支付 机构 企业 单位 责任 落实 情况 行业 监管 责任 落实',时事
' 惹 战神 危险 驾驶 请勿模仿 PS3保罗 Top Cars 发条奇奇',汽车
' 乔布斯 斯坦福 大学 演讲 中 送给 在场 年轻人 句 求知 饥 虚心 愚 Stay Hungry Stay Foolish 乔布斯 广 知 句 名言 比尔盖茨 少 有人 世界 乔布斯 影响 影响 长期 乔布斯 卓越 天赋 改变 世界 创业 桥 创新 路',科技
' 电饭锅 什锦 焖饭 电饭锅 开发就 顿 营养 餐 简单 高效 失 香 美食',美食
' 美 图 欣赏 谍 影 重重 球星 酷 炫 插画',体育
' 卫星 照片 我国 固体 运载火箭 发射场 我国 反 卫 导弹 两 第一 称为 SC 次 试验 表 第1 次 导弹 飞行 试验 次 反 卫 试验 次 中段 拦截 反 导 技术 试验 Summary tests space 乌龙防务评论',军事
' 日本 NHK 製 作 紀 錄 片片 段 講 述 蔣 公 抗 戰 爆 發 前 為 抗 戰 做 戰 爭 準 備',历史
' 运动 中 崴 脚 先进 脚踝 恢复 训练 脚踝 受伤 朋友 明白 痛苦 训练 保障 运动 生涯 分钟 教学 电影 值得 受益 一辈子 全球健身中心 秒 拍 视频',时事
' 女生 练出 胸 务必 转给 身边 机 坪 妹子 怀孕',汽车
' 招 Ruby 程序员 考 翻转 叉 树 Java 程序员 考 文本文件 读 写 报复 组织',科技
' 水 煮 猪肝 水 煮 川菜 做法 麻 辣 好吃 烫 道 经典 川菜 水 煮 猪肝 挑逗 味蕾',美食
' 老家伙 留 做 伴',体育
' 组 皇家 海军 级 潜艇 Tribune 号 彩色',军事
' 皇太极 宠 妃 宸 妃 海兰珠 去世 年 崇德 年 九月 十八日 海兰珠 病逝 关 雎 宫 终年 岁 海兰珠 孝 端 贵妃 侄女 孝 庄 贵妃 姐姐 姑 侄 三人 嫁 皇太极 海兰珠 嫁 皇太极 时 岁 赢得 皇太极 刻骨铭心 爱恋 皇太极 有心 海兰珠生 皇 子 皇位 继承人 未 想到 早 殇 海兰珠 死',历史
' 电动汽车 失控 河 岁 老人 次 跳 河 救人 近日 浙江 海宁 黄 墩 村 轮 电动汽车 栽 入 河 中 俞纪男 发现 跳 入 河 中 汽车做法 打开 游 上岸 武器锹 跳 入 水中 砸碎 汽车窗 后座 大妈 拖 上岸 跳 入 驾驶 座 大伯 捞 夫妻 俩 死 伤 右手受伤 缝 针 O69 岁 俞 次 下水 救人 受伤 缝 针',时事
' 开发 时尚 科技 感 兼备 汽车 难 难 与众不同 简单 实用 C6 后排 舒适 符合 中国 家庭 汽车 标准 前 排 漂亮 功能 上手 简单 扬声器 天龙 音响 挺 格调 低速 时 方向盘 重 女孩 开 吃力 摄影 名汽车志沈凌云',汽车
' 专访 俞永福 数据息 产业 十 年 周期 规律 AI 时代 变革 俞永福 数据息 产业 十 年 趋势 经历 第五 十 年 AI 人工智能 高德 阶段 目标 人工 智能化 人工智能 发生 十 年 里 俞永福 交通 成 AI 落地 行业 涉及 汽车 管理 维 度 专访 俞永福 数据息 产业 十 年 规律',科技
' 口袋 饼干 包 正好 放 入 口袋 饼干 小小的 骰子 口 特 浓郁 奶 香',美食
' 歼 双 机 编队 训练 珠海 装 强制 做',军事
' 白恩培 妻子 张慧清 指 安徽 办 事 全球纪委 纪检 监察室 工作 人员 周涛 接受 采访 时 指出 安徽 流传 句 有事 找 张姐 安徽 张姐 办 事 张慧清 前台 办事 收 钱 白恩培 幕后 默默 支持',历史
